keyword,frequency,avg_score,paper_ids_str
intervention significantly,9,0.6995555555555556,"196,437,589,1003,1663,1718,1812,3167,3500"
deep reinforcement,9,0.7330333333333333,"249,678,1551,1648,1767,1831,2907,3261,3544"
post language education,9,0.8310555555555558,"970,1344,1353,1681,2069,2460,2818,3258,3433"
education setting,9,0.7646444444444445,"14,87,276,573,1159,1248,2755,3355,3609"
factor drive,8,0.6443249999999999,"25,263,1012,1020,1524,1646,2783,3783"
foster student ethical,8,0.75605,"180,1006,1325,1701,2138,2430,3961,4194"
educational impact remain,8,0.7893,"1966,2063,2512,2861,2888,3284,3442,3853"
secondary school student,8,0.7016,"265,308,314,698,2056,2127,3167,3838"
computer science education,8,0.77245,"270,403,959,1400,2225,2777,2989,3230"
benefit risk,8,0.6494375,"573,1040,1745,2438,2464,2828,3862,4282"
scaffold technique genai,8,0.6278125000000001,"246,526,647,725,966,1311,2355,2843"
student survey,8,0.7307374999999999,"264,508,948,1675,1744,3922,4220,4256"
interview analyze,8,0.744575,"1708,2102,2326,2347,2618,2926,3012,4118"
governance regulatory framework,8,0.7285,"114,297,2754,2876,2944,3120,3519,4086"
gai high education,8,0.7886,"320,1633,2030,2138,2380,2424,2491,2736"
ai solution thing,8,0.75185,"447,1793,2175,3110,3442,3519,3796,3894"
ai cybersecurity,8,0.82865,"523,860,1040,1973,3006,3089,3556,3604"
framework genai technique,8,0.7499250000000001,"1278,1497,2078,2238,2379,2842,3812,4149"
technical proficiency,8,0.687325,"790,1325,1602,1711,1836,2603,2912,3763"
competency ethic,8,0.7277499999999999,"188,228,1974,2736,3103,3330,3929,4162"
genai model train,8,0.7479625000000001,"177,344,349,966,1839,2161,3139,4281"
knowledge worker,8,0.739525,"64,484,1147,1171,1778,3725,3797,3805"
innovation learning,8,0.7268749999999999,"2037,2150,2230,2293,2489,2743,3320,3812"
detect aigenerate text,8,0.8330875000000001,"74,3031,3033,3045,3047,3057,3161,3663"
online survey conduct,8,0.739075,"62,1234,1646,1851,2334,2755,2962,3776"
cultivate ai,8,0.6501625,"194,343,1871,2409,2545,3246,3799,3875"
map genai system,8,0.7103375000000001,"335,1122,2206,2273,2452,2461,2618,3714"
education particularly context,8,0.8103875,"57,419,1142,1189,1965,1996,3391,3751"
genai smart agriculture,8,0.795475,"168,846,1069,2108,2630,3817,4182,4283"
material design,8,0.7010874999999999,"269,1575,1898,2224,2686,2782,3724,3756"
generate model,8,0.7143250000000001,"1914,2148,2488,2659,2683,2932,3052,3917"
genai simulate human,8,0.7731250000000001,"228,290,1060,1180,1476,2528,3877,4179"
climate change,8,0.6739624999999999,"1704,1997,2756,2797,3410,3821,4245,4249"
induce genai development,8,0.7354125,"27,934,1737,2398,2629,2917,3548,3791"
education technology acceptance,8,0.8320749999999999,"704,744,1078,1246,1438,1971,2912,3365"
chatgpt information adoption,8,0.854425,"263,655,997,2498,2810,3620,3841,4173"
semistructure interview well,8,0.723975,"503,513,1174,2194,2447,2913,4011,4162"
task efficiency performance,8,0.694825,"311,439,1485,2297,2440,2934,3430,3941"
emerge technology application,8,0.738275,"842,918,1291,1705,1775,2172,3463,4228"
preservice english teacher,8,0.7459125,"258,1135,2169,2193,3256,3288,3517,4096"
legal ethical,8,0.6922250000000001,"148,332,457,1212,1939,3285,4013,4046"
systematic literature,8,0.751175,"363,606,1321,1330,2201,4234,4245,4249"
researcher practitioner propose,8,0.7319374999999999,"239,526,1270,2167,2425,3441,3734,3896"
feedback design,8,0.7524500000000001,"477,775,823,940,995,2614,3015,3939"
learn environment thus,8,0.7962375,"566,1006,1357,2815,3142,3145,3255,4150"
student modern technological,7,0.8234571428571427,"555,712,762,809,1340,1747,3315"
student academic adoption,7,0.7636142857142857,"349,2138,2253,2307,3812,3880,4266"
cognitive processing,7,0.6904285714285715,"451,615,928,947,2383,2578,3014"
argue genai output,7,0.7231857142857142,"123,1601,2062,2213,2444,4001,4156"
landscape transformation enhance,7,0.6021142857142856,"781,1208,1921,3614,3629,3630,3953"
chatgpt genai github,7,0.8185285714285714,"149,688,2808,2826,3304,4207,4243"
production efficiency,7,0.6598285714285714,"200,532,1708,1903,2807,4138,4219"
synthetic datum augmentation,7,0.7219571428571429,"68,590,800,1485,4048,4168,4250"
software development life,7,0.7659142857142857,"2158,2935,3494,3521,3587,3976,4016"
generate hallucinate,7,0.7025142857142858,"38,71,234,779,1595,3084,4082"
sentiment,7,0.7782857142857142,"195,453,1790,1903,2097,2258,3174"
chatgpt machine translation,7,0.8229999999999998,"339,689,1236,1623,2307,3130,3614"
health science education,7,0.8005714285714286,"442,591,1533,2411,2824,3718,3807"
technology utaut2,7,0.7517142857142858,"852,997,1942,2810,3327,3765,3773"
obstacle,7,0.6144571428571429,"106,382,1140,2262,3154,3528,3884"
augment reality genai,7,0.8543428571428572,"522,666,1202,1535,1539,2768,4231"
audio video,7,0.6920857142857143,"50,652,1086,1876,2107,2229,3090"
cuttingedge application,7,0.6874428571428572,"909,949,2377,2658,3969,4260,4284"
pedagogy,7,0.7827714285714286,"991,2681,2699,3422,3597,3616,3632"
text image video,7,0.6886,"1080,1388,1464,2964,3207,3270,3661"
facilitate sustainable,7,0.6691,"299,386,521,797,878,1952,2924"
genai nursing curriculum,7,0.8389857142857142,"66,312,608,1415,2697,3137,3786"
requirement genai tool,7,0.7275571428571429,"691,806,1093,1665,2110,2668,3762"
ai system produce,7,0.7183142857142857,"620,1081,2858,2978,3070,3156,3375"
aigenerate content daigenc,7,0.7472714285714286,"1137,2381,2821,3000,3041,3066,4025"
ai agent propose,7,0.7514357142857142,"219,394,711,876,892,1929,3864"
genai transform sector,7,0.7802142857142859,"124,298,954,1965,2694,4033,4217"
regulatory compliance,7,0.7011285714285714,"629,901,2013,2904,3488,3951,4213"
inquirybase learning structure,7,0.8733428571428571,"125,129,228,430,2034,2047,3786"
collaboration genai music,7,0.8642142857142857,"395,1319,3018,3351,3998,4015,4109"
process design,7,0.7207285714285714,"115,1615,2648,3346,3617,3622,3991"
learn ml technology,7,0.7401,"711,1565,1592,1955,2749,3085,3295"
response genai system,7,0.7122571428571429,"810,847,1046,1451,2809,3130,4053"
genaipowere application,7,0.7141285714285714,"228,1545,2500,3565,3599,4015,4076"
skill technology,7,0.7253714285714284,"223,371,891,1828,1879,3838,4081"
genai set medical,7,0.8047714285714286,"559,752,1247,2299,3287,3434,3486"
machine learn tool,7,0.7126285714285715,"92,99,3027,3657,3695,3716,3936"
literature case genai,7,0.8037428571428571,"725,815,964,2096,2857,3122,3207"
learn performance,7,0.6892428571428572,"281,287,350,799,2081,2452,2474"
education chatgpt trust,7,0.8573857142857142,"829,1422,1641,2419,2592,3431,3709"
learn module genai,7,0.8067142857142857,"1508,2094,2469,2541,2959,4040,4273"
games genai pcg,7,0.8836428571428573,"1081,1373,1491,1826,2039,2704,3092"
competency learner must,7,0.7167714285714286,"467,758,838,1108,1666,3318,3757"
strategic implementation genai,6,0.7765666666666666,"313,392,687,880,3069,3995"
cognitive creative,6,0.7943333333333333,"645,1994,3150,3242,3246,3352"
intelligence genai benefit,6,0.8631166666666666,"872,888,950,1136,2049,4101"
collaborative decisionmake,6,0.6997166666666667,"465,1144,1978,2030,2343,3376"
user interface,6,0.7594,"519,820,890,1190,2102,3689"
unmanned aerial vehicle,6,0.7439666666666667,"1932,2853,2948,2987,3900,3920"
college student unite,6,0.7527666666666667,"173,235,473,1042,3691,3841"
generative pretraine transformer,6,0.7579166666666667,"2088,3660,3673,3752,3983,4180"
model computer vision,6,0.7108333333333334,"131,2358,3935,4000,4001,4124"
write task,6,0.7813166666666667,"1101,2253,2931,3855,3866,4189"
student critical ethical,6,0.7564166666666666,"322,483,1252,2069,2491,2684"
datum security,6,0.6358333333333334,"127,1294,1513,3624,3809,3889"
creativity education,6,0.8479999999999999,"9,371,1590,2236,2520,3479"
governance policy ethical,6,0.6955833333333334,"190,407,1587,2278,3069,3541"
ai adoptionin case,6,0.7414833333333334,"557,651,2111,2470,2702,4146"
genai impact learner,6,0.8073833333333335,"59,248,688,941,1383,3359"
engagement level effectiveness,6,0.7303333333333333,"406,1498,1787,2597,2655,2711"
educational application ai,6,0.8434166666666667,"413,513,574,2672,3543,4197"
sociotechnical work system,6,0.82895,"309,1454,3713,3715,4043,4107"
technology critical,6,0.6354666666666666,"526,1160,1511,1634,1639,3508"
genai manufacture generative,6,0.7421333333333333,"1290,1467,3021,3726,3756,3822"
digital competency development,6,0.7903833333333333,"997,1450,1575,2224,2585,2951"
genai performance task,6,0.6995166666666667,"565,2853,2889,3486,4134,4199"
student attitude toward,6,0.7444166666666666,"364,799,825,2780,3162,3169"
transformation education system,6,0.7770333333333334,"190,347,758,1753,2440,3317"
adversarial attack portion,6,0.7820333333333332,"1960,3033,3036,3041,3046,3573"
chatgpt healthcare education,6,0.8199833333333334,"148,2320,2524,3398,3986,4002"
safety ethical ai,6,0.7044166666666666,"1158,1974,2422,2505,3438,3869"
learn safeguard,6,0.7252333333333333,"1275,1694,1805,1982,2344,2895"
sector application,6,0.6605166666666666,"142,515,558,1134,2873,3110"
teacher manipulation chatgpt,6,0.8757833333333332,"850,2194,2460,3321,3759,3990"
genai resource entrepreneurial,6,0.8425333333333334,"317,352,1810,2378,2752,3159"
transform professional skill,6,0.6954166666666667,"985,1224,1370,2221,2520,3460"
integrity activity theory,6,0.6380666666666667,"305,1591,1700,3093,3771,4052"
student graduate,6,0.7593833333333334,"161,1045,1504,2832,3849,3928"
knowledge skill gap,6,0.7145666666666668,"1829,2058,2070,2649,3581,4061"
design assist student,6,0.8068166666666667,"1926,2339,2393,2677,2704,4119"
digital age,6,0.71985,"710,2150,2522,3580,3759,3851"
software development testing,6,0.8297,"770,998,1793,2051,2984,3524"
integrity authenticity assessment,6,0.6937666666666665,"175,265,981,996,2563,3865"
enhance trustworthiness mitigate,6,0.7325499999999999,"1141,1509,2760,2879,3466,4184"
information technology system,6,0.75195,"971,1082,2511,2928,2970,3051"
construction technology,6,0.6671428571428571,"1859,2521,2558,3527,3790,4044"
conversation agent ethic,6,0.78715,"94,989,1067,2244,2508,3090"
integrity datum privacy,6,0.6325,"47,1013,1543,1611,1875,3605"
financial system genai,6,0.85475,"166,901,1446,2157,3324,3390"
participatory,6,0.7681666666666667,"427,819,915,1243,1878,2657"
ai integration robust,6,0.66705,"259,528,1410,1761,2819,2931"
feedback genai,6,0.8270333333333332,"182,412,832,990,1972,3418"
learn architecture,6,0.8363833333333334,"568,1724,2054,2284,2893,3844"
capability ai inform,6,0.7418666666666667,"778,914,952,1603,3312,4277"
participatory design workshop,6,0.7864833333333333,"916,1154,1172,1413,1852,3457"
navigation landscape,6,0.67205,"316,640,975,2638,2901,3388"
multimodal semantic communication,6,0.7536166666666667,"1305,1327,2482,2610,2856,3518"
curriculum design ai,6,0.8254000000000001,"277,549,578,2070,2620,3236"
optimize enhance learn,6,0.7047666666666667,"362,941,1312,1568,2255,2946"
design implementation,6,0.6545166666666666,"1338,2384,2671,2934,3104,3847"
design course genaiempowere,6,0.87485,"814,1950,2221,2840,3221,3560"
performance chatgpt demonstrate,6,0.7729833333333334,"1414,2155,2156,3111,4084,4186"
technology optimize,6,0.6900166666666667,"1090,1705,3122,3602,3657,3695"
generate highquality image,6,0.7297333333333333,"75,662,1837,2022,2956,3474"
chatgpt public university,6,0.8454000000000002,"273,1407,1926,1971,3171,3408"
guideline deploy genai,5,0.7983,"445,2637,3215,3505,3917"
german university context,5,0.78826,"2285,2294,2348,2459,3115"
high education sustainability,5,0.7660199999999999,"274,2915,3180,3375,3707"
chatgpt quantitative qualitative,5,0.78628,"278,1211,2555,3152,3277"
genai simulationbase education,5,0.8195399999999999,"601,605,898,3358,3716"
education patient medical,5,0.7298199999999999,"1011,1384,1388,1497,1507"
education early adopter,5,0.6713600000000001,"1851,2268,2662,3660,4202"
mental health care,5,0.7411200000000001,"321,655,2337,2556,4091"
augment reality instruction,5,0.8143800000000001,"128,1199,1597,3624,4267"
practice consider,5,0.6786,"609,2206,3165,3998,4158"
model innovation chatgpt,5,0.8210200000000001,"82,1105,1437,3498,3644"
genai case era,5,0.7369199999999999,"603,2741,2827,3620,3689"
student compare,5,0.7747999999999999,"293,756,1713,2289,2989"
content generation finally,5,0.75376,"318,1533,2014,3795,3881"
urban environment,5,0.71706,"595,967,1151,2716,3589"
continue innovation strengthen,5,0.60626,"637,1648,2082,2745,2818"
design ai system,5,0.80738,"254,2665,2774,2899,3339"
write assessment development,5,0.8356600000000001,"215,502,581,3431,3759"
customer service operation,5,0.6617200000000001,"2337,2825,3670,3671,4230"
automate task previously,5,0.7055800000000001,"800,1192,1522,3859,4138"
creative industry humangenai,5,0.83354,"532,1518,1676,3456,4103"
network security genai,5,0.81314,"2066,2350,2415,2719,3546"
disconnect,5,0.6036400000000001,"512,1934,2336,2845,3548"
convolutional neural network,5,0.69008,"1582,1719,1747,1910,3665"
value creation,5,0.72608,"2559,2769,2929,3375,4036"
accessibility support application,5,0.7342000000000001,"42,1111,1886,2041,2732"
degree,5,0.6707,"639,781,2288,2478,3525"
user satisfaction despite,5,0.6771999999999999,"372,1581,2987,3676,4205"
ethical framework,5,0.76896,"40,903,1459,3229,3726"
diffusion model interdisciplinary,5,0.66962,"490,1767,2010,3259,3969"
landscape purpose case,5,0.6663,"37,765,1905,2092,2641"
fair equitable access,5,0.6647000000000001,"69,794,1222,2914,3164"
developer design,5,0.73738,"642,923,1688,1815,2938"
insight educator researcher,5,0.75636,"940,1122,2269,2599,3579"
student achieve,5,0.77364,"467,733,1062,1544,2297"
institutional strategy allow,5,0.61568,"1758,2168,3203,3317,3852"
ai augmentation automation,5,0.7581999999999999,"530,1320,2469,3197,4109"
synthetic data generation,5,0.7420799999999999,"230,1035,1086,2574,2692"
efficiency drive,5,0.6141,"78,638,792,3710,4159"
survey questionnaire contain,5,0.72258,"697,825,2552,2579,3341"
technology high,5,0.60508,"1466,1758,2750,3193,4219"
engineering educator perspective,5,0.7941400000000001,"180,768,2605,2728,3628"
enhance l2 learner,5,0.8089400000000001,"368,626,1885,2396,2759"
teaching learn,5,0.7850399999999998,"248,1704,2516,3501,4033"
teaching model genai,5,0.85816,"534,631,3747,4045,4247"
genai risk inaccuracy,5,0.73948,"71,579,674,1627,4216"
simulation application,5,0.6298999999999999,"2235,2992,3145,3397,3768"
genai user ethic,5,0.7619199999999999,"451,593,2181,2648,4110"
collaboration educator,5,0.7986599999999999,"396,1063,1293,1878,4103"
immersive virtual environment,5,0.78986,"1491,2964,3082,3192,4005"
increase operational efficiency,5,0.69296,"953,1125,1841,2697,3082"
requirement elicitation,5,0.7784599999999999,"1596,1598,1599,1812,2573"
integration high,5,0.6101599999999999,"260,1176,2222,3258,3484"
labor,5,0.6419400000000001,"358,743,1584,3591,4276"
ktwelve,5,0.7262000000000001,"497,2232,2497,3343,3805"
programming language,5,0.70778,"890,1099,3011,3455,3489"
transform industry,5,0.76446,"462,1538,2356,3319,4161"
digital adoption,5,0.71358,"1006,1838,2536,2661,4145"
professional learning,5,0.7722,"970,1617,1708,1789,2062"
gemini first,5,0.64014,"424,1888,2524,3081,3965"
knowledge construction practical,5,0.7820400000000001,"1226,1674,1843,1996,4010"
professional policymaker seek,5,0.72824,"168,556,1785,2132,3948"
area genai,5,0.65952,"111,144,211,1145,3818"
genai personalize recommendation,5,0.8432000000000001,"735,1130,2251,2394,4007"
genai legal education,5,0.8519400000000001,"1780,2516,3105,3883,3964"
learn ict education,5,0.8341799999999999,"1217,2025,2371,4023,4282"
lens genai,5,0.7186400000000001,"1053,1178,1275,1992,4259"
lens technologyorganisationenvironment toe,5,0.72302,"209,484,2262,4073,4116"
assist practitioner,5,0.7442599999999999,"505,1183,1886,2850,3837"
literacy competency,5,0.76396,"1452,2189,3211,3471,3523"
learn tool like,5,0.7946,"1225,1326,1337,2425,2549"
sector like education,5,0.72726,"299,576,905,1568,3633"
child genai reflection,5,0.79392,"919,920,1609,2364,3929"
implication chatgpt education,5,0.8788599999999999,"854,1032,1911,3805,4054"
chatgpt guidance requirement,5,0.7684599999999999,"1598,1784,3019,3968,4133"
chatgpt job security,5,0.7883799999999999,"605,2029,2421,3175,3362"
impact chatgpt teaching,5,0.8474,"2098,2666,3316,3669,3865"
learn conversational educational,5,0.8614799999999999,"943,2635,2813,4060,4252"
capability handling,5,0.65504,"226,374,1207,3552,4217"
visual datum methodology,5,0.71918,"405,414,2923,2964,3277"
datum generate process,5,0.70984,"1423,1444,1917,2580,2613"
leverage genai cocreation,5,0.6901400000000001,"1133,1238,1783,2532,2672"
assessment authentic,5,0.7635,"1820,2611,3860,3865,4062"
lifelong learning,5,0.8120800000000001,"1954,2958,3383,3655,4051"
learn tool university,5,0.80114,"305,1395,2869,2985,3086"
conceptualize socratic chatbot,5,0.79874,"552,1525,1783,2576,3735"
educational task enhance,5,0.81128,"1020,1919,3095,3756,4125"
adversarial network gene,5,0.7722800000000001,"784,3594,3746,4154,4240"
topic modeling,5,0.75308,"169,229,2170,3455,4214"
technological change transform,5,0.7211599999999999,"322,750,1292,2558,2774"
educational researcher,5,0.7612400000000001,"230,941,2836,3810,4045"
edge device,5,0.8119,"1600,1933,2229,2690,3028"
productivity impact genai,5,0.7875,"1074,3521,3763,4016,4114"
engage genai platform,5,0.79962,"1680,2655,2788,2862,3985"
ethical concern datum,5,0.64932,"317,549,968,1334,3824"
student enrol,5,0.74568,"182,471,1682,2044,2969"
collaboration system,5,0.73416,"1002,1213,1234,1330,2799"
student understand,5,0.73924,"371,387,1811,2908,4189"
student work creative,5,0.82844,"210,440,551,2686,3340"
student remain challenge,5,0.7799,"855,2189,2443,3331,4017"
collaborative design practice,5,0.75802,"970,1699,2450,2724,3721"
knowledge application integration,5,0.6984,"57,384,1945,3275,3610"
genai blockchain,5,0.8351600000000001,"707,2242,2907,3610,3741"
datadriven learning experience,5,0.8097,"1543,1671,1885,2193,4222"
health profession,5,0.77066,"745,2402,2586,2865,3921"
creative practice design,5,0.8184400000000001,"402,808,2214,3379,4238"
scopus database search,5,0.6669400000000001,"1007,2411,2435,2572,3128"
generator technology,5,0.6982,"2398,2806,2835,2972,4229"
customer relationship management,5,0.7556999999999999,"612,2176,3314,3687,3690"
genetic algorithm,5,0.76248,"236,329,1785,2026,2875"
guidance educator policymaker,5,0.74146,"1028,1619,1838,2931,4223"
copyright protection,4,0.80525,"1027,1460,3121,3476"
creativity support tool,4,0.859,"404,525,852,2775"
accessibility quality,4,0.7055750000000001,"86,1722,3312,3574"
deployment ai run,4,0.7775,"1791,1977,3763,4191"
customize chatbot call,4,0.783425,"1259,2454,3141,3403"
conversational ai gai,4,0.77115,"2131,2476,2924,4196"
threat vulnerability mitigation,4,0.7735,"29,211,515,4086"
therapeutic rehabilitation,4,0.666925,"1692,2748,3091,4048"
thematic reveal five,4,0.7031000000000001,"315,979,1293,1552"
digital prototype,4,0.737875,"485,914,2137,2450"
digital innovation flourish,4,0.752075,"518,2776,3532,3547"
education healthcare industry,4,0.692275,"958,2236,3110,3670"
total high education,4,0.817175,"2981,3119,3374,3567"
ouroboro artificial intelligence,4,0.7506499999999999,"155,255,457,4258"
work environment thus,4,0.74305,"2378,2831,3012,4011"
crosscultural design genai,4,0.879725,"742,1703,1732,3510"
workplace,4,0.714675,"85,1440,2663,3016"
multimodal datum narrative,4,0.7704000000000001,"1304,2107,3023,4030"
